Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Category),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Custom field (Request participants),Satisfaction rating,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Status Category
"[Asset_Transfer]: Asset transfer request can delete every user, even after approval from their transfer list.",MOI-186,16765,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,High,Done,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,05/Jul/23 5:37 PM,08/Jul/23 2:55 PM,11/Jul/23 11:14 AM,08/Jul/23 2:55 PM,,0,Asset_Management_Issues,"* Only the initiator will be deleted the transfer request before approval.
* Without Initiator no one can be permitted to delete the transfer request.
* After approval, Initiator will not be permitted to delete the transfer request.

!Assets Transfer_ can delete every user.mp4|width=1920,height=1032!

Please see the video for more clarification ",,Mamun Reza,,,,712020:d9d63273-d27f-45c0-99e9-c038f129f710,,,,,,,,,,,,,,05/Jul/23 5:37 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;Assets Transfer_ can delete every user.mp4;https://digicontc.atlassian.net/rest/api/3/attachment/content/16826,,,,,,,,,,,,{},,,,,,,,2|i000en:,,,,,,,,,,,,,,,,,,,,Done
"""Store Incharge"" Role should not get permission to Tag FAMIS Id",MOI-185,16756,Improvement,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,22/Jun/23 5:35 PM,10/Jul/23 11:52 AM,10/Jul/23 11:52 AM,10/Jul/23 11:52 AM,,0,Asset_Management_Issues,The user who will have Store Incharge role should not be able to tag FAMIS Id. ,,Anika Tahsin,,,,60fe7c083900e60070744b3a,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,2|hzyzi7:ho,,,,,,,,,,,,,,,,,,,,Done
"Need to create a New Permission as ""MRR Initiator""",MOI-184,16755,Improvement,To Do,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,22/Jun/23 5:33 PM,25/Jun/23 11:16 AM,02/Jul/23 11:12 AM,,,0,Asset_Management_Issues,"MRR Initiator role will get permission -

To create MRR

To Tag FAMIS ID",,Anika Tahsin,RipanBasak,ruhullahil,Shafiul Gani,60fe7c083900e60070744b3a,5d33ed7cd7be220c1ab5046a,63f590a24e86f362d39b1664,61c162c6e67ea2006b0c5e8f,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,2|hzyzi7:hm,,,,,,,,,,,,2023-06-22 13:19:22.125,22/Jun/23 7:19 PM;63f590a24e86f362d39b1664;[~accountid:60fe7c083900e60070744b3a] apu need more clarification,"22/Jun/23 7:22 PM;60fe7c083900e60070744b3a;[~accountid:63f590a24e86f362d39b1664] vai, we need to create a new role “MRR Initiator” along with store incharge and Relocation approver. In this role or the user who will be assigned in this role will get the below mentioned permissions-

# MRR creation 
# Asset without Famis Id to tag FAMIS Serial. ","24/Jun/23 11:12 AM;5d33ed7cd7be220c1ab5046a;[~accountid:60fe7c083900e60070744b3a] we do not have MRR while receiving product. we only have *Product Receive* Menu. So MRR role creation has no impact. 

C.C [~accountid:61c162c6e67ea2006b0c5e8f] [~accountid:5f619c827598de0069f6cba1] bhai.  ","24/Jun/23 11:13 AM;60fe7c083900e60070744b3a;[~accountid:5f619c827598de0069f6cba1] vai and [~accountid:61c162c6e67ea2006b0c5e8f] vai, can you please do the needful","25/Jun/23 11:15 AM;61c162c6e67ea2006b0c5e8f;Align with [~accountid:5d33ed7cd7be220c1ab5046a] da, we have only the product receive option & menu for stock update in inventory currently. We can work on the specific MRR permission later on after further analysis if require. 

CC: [~accountid:5f619c827598de0069f6cba1] Bhai",,,To Do
[Asset_Transfer]: Product Name and Lot/Serial Number columns need to add at Assets Transfer list,MOI-183,16754,Improvement,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,High,Done,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,22/Jun/23 4:43 PM,24/Jun/23 10:57 AM,08/Jul/23 2:58 PM,24/Jun/23 10:56 AM,,0,Asset_Management_Issues,"Please add the “Product Name” and “Lot/Serial Number” columns need to add at Assets Transfer list after the “Partner” column. 

Partner | Product Name | Lot/Serial Number |

Image: Column format

!column foramat.png|width=500,height=52!",,Mamun Reza,ruhullahil,,,712020:d9d63273-d27f-45c0-99e9-c038f129f710,63f590a24e86f362d39b1664,,,,,,,,,,,,,22/Jun/23 4:44 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;column foramat.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16813,,,,,,,,,,,,{},,,,,,,,2|i000db:,,,,,,,,,,,,2023-06-22 10:53:59.54,22/Jun/23 4:53 PM;63f590a24e86f362d39b1664;[~accountid:712020:d9d63273-d27f-45c0-99e9-c038f129f710] vai technically it not possible. because the product may have multiple and serial may have multiple. but we can show only one product or serial but not multiple,24/Jun/23 10:57 AM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;As discussed with saidur vai this improvement has been handled from the alert message. So closing this improvement,,,,,,Done
[Asset_Without_FAMIS]: FAMIS Id should be unique,MOI-180,16747,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,21/Jun/23 3:14 PM,22/Jun/23 12:00 PM,05/Jul/23 9:31 AM,22/Jun/23 12:00 PM,,0,Asset_Management_Issues,"Example: Product-01, Lot/serial number-01, FAMIS Serial -FAMIS-01

This FAMIS-01 should not allowed to tag for any other product. This FAMIS Serial must needd to be unique.",,Anika Tahsin,ruhullahil,,,60fe7c083900e60070744b3a,63f590a24e86f362d39b1664,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,2|hzz4em:hzy,,,,,,,,,,,,2023-06-22 04:27:50.888,22/Jun/23 10:27 AM;63f590a24e86f362d39b1664;done,22/Jun/23 12:00 PM;60fe7c083900e60070744b3a;This is done,,,,,,Done
"[Asset_Transfer_Mail]: Asset Sender himself received the mail when clicking the ""Send for Approval"" button This mail should be sent to the approver instead of the sender.",MOI-179,16746,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,21/Jun/23 3:07 PM,22/Jun/23 2:49 PM,05/Jul/23 9:33 AM,22/Jun/23 2:49 PM,,0,Asset_Management_Issues,"# Sender create asset transfer> click Send For Approval> Check sender mail > observe  
# Approver’s name is missing in the mail (It shows “Dear“ only), Need to add approver’s name as given email template 
# The mail should be sent to the Approver email. 



!Sender received mail himself.png|width=677,height=432!",,Mamun Reza,ruhullahil,,,712020:d9d63273-d27f-45c0-99e9-c038f129f710,63f590a24e86f362d39b1664,,,,,,,,,,,,MOI-176,22/Jun/23 12:12 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;Mail body need modification.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16807,21/Jun/23 3:07 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;Sender received mail himself.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16802,,,,,,,,,,,{},,,,,,,,2|i000c7:,,,,,,,,,,,,2023-06-22 04:28:15.835,22/Jun/23 10:28 AM;63f590a24e86f362d39b1664;done,"22/Jun/23 12:12 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;mail flow is working now

but needs a modification on the mail body.

Issue details: If there has multiple approvers, the system pulls all approver names in mail body after Dear. It should be “Dear Concern,” (String) 

Expected result: “{color:#36b37e}Dear Concern,{color}”

Actual Result: “{color:#ff5630}Dear amin, Approver,{color}”



!Mail body need modification.png|width=659,height=348!",22/Jun/23 2:18 PM;63f590a24e86f362d39b1664;Done,,,,,Done
[Asset_Transfer]: Text overlap showing in inventory dashboard  ,MOI-178,16743,Bug,Issue Found,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Low,,ruhullahil,63f590a24e86f362d39b1664,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,20/Jun/23 4:49 PM,25/Jun/23 3:46 PM,26/Jun/23 11:39 AM,,,0,Asset_Management_Issues,"Text overlaps with the Delivery Orders box in the inventory dashboard. 

!Text over lapping in inventory dashboard.png|width=1148,height=312!

See the image for better clarification ",,Mamun Reza,ruhullahil,,,712020:d9d63273-d27f-45c0-99e9-c038f129f710,63f590a24e86f362d39b1664,,,,,,,,,,,,,20/Jun/23 4:49 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;Text over lapping in inventory dashboard.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16797,,,,,,,,,,,,{},,,,,,,,2|i000bj:,,,,,,,,,,,,2023-06-20 11:09:48.958,20/Jun/23 5:09 PM;63f590a24e86f362d39b1664;[~accountid:712020:d9d63273-d27f-45c0-99e9-c038f129f710] vai As the dashboard is not part of asset management. I will be ignoring this requirement.,22/Jun/23 5:41 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;Need to fix this issue.,"25/Jun/23 3:46 PM;63f590a24e86f362d39b1664;As it is r&d type work . it needs time   and it doesn't block any process. 

so we ignore this issue at this time ",,,,,In Progress
[Asset_Transfer]: Need to add text field for reason of Reject at Approver and Receiver panel. while clicking on Reject button a text field will appear as mandatory field  ,MOI-177,16742,Task,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Medium,Done,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,20/Jun/23 4:28 PM,22/Jun/23 2:48 PM,22/Jun/23 2:53 PM,22/Jun/23 2:48 PM,,0,Asset_Management_Issues,"

# The text field will appear only when reject button will be clicked for both of Approver and Receiver panels.  If approve or receive or send for approval button will be clicked, the system will not consider it as a mandatory field
# Neither the Approver nor the Receiver may reject without reason in writing.

3. Sender will be notified by mail with the Reject reason.

!Reason to reject field.png|width=1147,height=528!",,Mamun Reza,ruhullahil,,,712020:d9d63273-d27f-45c0-99e9-c038f129f710,63f590a24e86f362d39b1664,,,,,,,,,,,,,21/Jun/23 1:46 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;Asset CRM_Rejection_email.xlsx;https://digicontc.atlassian.net/rest/api/3/attachment/content/16801,20/Jun/23 4:28 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;Reason to reject field.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16794,22/Jun/23 11:54 AM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;email subjects need a first backet (.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16806,,,,,,,,,,{},,,,,,,,2|i000bb:,,,,,,,,,,,,2023-06-20 11:15:12.463,"20/Jun/23 5:15 PM;63f590a24e86f362d39b1664;[~accountid:712020:d9d63273-d27f-45c0-99e9-c038f129f710] Vai. as it is not in the initial development plan. if it needs to be in corporate, then needs some time, and you have to give the mail template and have to tell who will receive the mail.",20/Jun/23 6:28 PM;63f590a24e86f362d39b1664;it added,"21/Jun/23 1:46 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;Text field has been added, please implement the email as well

Herein attached the Rejection email template [~accountid:63f590a24e86f362d39b1664] vai 

[^Asset CRM_Rejection_email.xlsx]

If have any queries plz let me know ","21/Jun/23 2:11 PM;63f590a24e86f362d39b1664;[~accountid:712020:d9d63273-d27f-45c0-99e9-c038f129f710] vai . please test others, incorporating it needs some time. after incorporating I will notify you",22/Jun/23 10:28 AM;63f590a24e86f362d39b1664;Done,"22/Jun/23 11:54 AM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;Text added and mail flow is working fine 

but I 

have found the email subject issue 

Issue: First bracket “(“ is missing after the subject.

Expected result: Asset Rejection Notification (Ref WH/INT/00177)

Actual result: Asset Rejection Notification (Ref WH/INT/00177)



!email subjects need a first backet (.png|width=703,height=490!",22/Jun/23 2:17 PM;63f590a24e86f362d39b1664;Done,Done
Email needs to be incorporated accroding to the Email template,MOI-176,16741,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,20/Jun/23 3:33 PM,22/Jun/23 4:23 PM,22/Jun/23 4:24 PM,22/Jun/23 4:23 PM,,0,Asset_Management_Issues,"Kindly find the Email template and incorporate according to it-

[^Email_Format.xlsx]

",,Anika Tahsin,ruhullahil,,,60fe7c083900e60070744b3a,63f590a24e86f362d39b1664,,,,,,,,,,,MOI-179,,20/Jun/23 3:33 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Email_Format.xlsx;https://digicontc.atlassian.net/rest/api/3/attachment/content/16790,,,,,,,,,,,,{},,,,,,,,2|hzz4em:hzx,,,,,,,,,,,,2023-06-20 09:52:46.388,20/Jun/23 3:52 PM;63f590a24e86f362d39b1664;as we don't get any mail templates before this time so we set a generalized mail template,21/Jun/23 4:19 PM;60fe7c083900e60070744b3a;Related issue needs to be fixed.,,,,,,Done
[Asset_Transfer]: Received should be rename as Receive,MOI-175,16740,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Medium,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,20/Jun/23 2:56 PM,21/Jun/23 11:17 AM,22/Jun/23 2:54 PM,21/Jun/23 11:17 AM,,0,Asset_Management_Issues,"Kindly check the image for better view

!image-20230620-085652.png|width=1355,height=650!",,Anika Tahsin,,,,60fe7c083900e60070744b3a,,,,,,,,,,,,,,20/Jun/23 2:56 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;image-20230620-085652.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16789,,,,,,,,,,,,{},,,,,,,,2|hzz4em:hzv,,,,,,,,,,,,,21/Jun/23 11:17 AM;60fe7c083900e60070744b3a;This is done.,,,,,,,Done
"[Asset_Status_manage]: A user who is having only ""Relocation Manager"" role, should not be able to manage asset status",MOI-174,16739,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,20/Jun/23 2:11 PM,21/Jun/23 2:11 PM,22/Jun/23 2:55 PM,21/Jun/23 2:11 PM,,0,Asset_Management_Issues,"Kindly check the video for better view

!Manage Status.wmv|thumbnail!",,Anika Tahsin,,,,60fe7c083900e60070744b3a,,,,,,,,,,,,,,20/Jun/23 2:11 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Manage Status.wmv;https://digicontc.atlassian.net/rest/api/3/attachment/content/16785,,,,,,,,,,,,{},,,,,,,,2|hzz4em:hzr,,,,,,,,,,,,,21/Jun/23 2:11 PM;60fe7c083900e60070744b3a;This is done.,,,,,,,Done
[Asset_Transfer]: Asset auto add to Destination store in-charge account without receive request [Receiver> My assets pool],MOI-173,16738,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,20/Jun/23 2:08 PM,22/Jun/23 2:51 PM,22/Jun/23 2:55 PM,22/Jun/23 2:51 PM,,0,Asset_Management_Issues,"Asset auto add de store in charge account without receive request.

Reproduce path: 

Transfer asset from sender> approved request by using Approver access > now check the destination “My Assets Pool”> observe ",,Mamun Reza,ruhullahil,,,712020:d9d63273-d27f-45c0-99e9-c038f129f710,63f590a24e86f362d39b1664,,,,,,,,,,,,,20/Jun/23 3:40 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;Inventory - MiME - Google Chrome 2023-06-20 15-34-42.mp4;https://digicontc.atlassian.net/rest/api/3/attachment/content/16791,21/Jun/23 3:33 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;image-20230621-093232.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16804,,,,,,,,,,,{},,,,,,,,2|i000b3:,,,,,,,,,,,,2023-06-20 08:48:09.118,20/Jun/23 2:48 PM;63f590a24e86f362d39b1664;[~accountid:712020:d9d63273-d27f-45c0-99e9-c038f129f710] vai can not get it. can you please explain ,"20/Jun/23 3:00 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;[~accountid:63f590a24e86f362d39b1664] vai I tried it via the dashboard, 

Go to dashboard> select transfer request > Observe

!Inventory - MiME - Google Chrome 2023-06-20 15-34-42.mp4|width=1920,height=1032!",20/Jun/23 3:35 PM;63f590a24e86f362d39b1664;[~accountid:712020:d9d63273-d27f-45c0-99e9-c038f129f710] vai It should only work from asset management transfer not other then that ..,"21/Jun/23 3:33 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;As per our discussion, please disable/ hide **Internal Transfer” card from the dashboard.



!image-20230621-093232.png|width=1486,height=542!",22/Jun/23 10:29 AM;63f590a24e86f362d39b1664;Done,,,Done
[Asset_Transfer]: Wrong button naming convention showing in approver panel instead of approve and reject  ,MOI-172,16737,Bug,QA Testing,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,High,,ruhullahil,63f590a24e86f362d39b1664,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,20/Jun/23 1:48 PM,06/Jul/23 11:56 AM,06/Jul/23 4:39 PM,,,0,Asset_Management_Issues,"*In the approver panel, Mark as Todo, Validate and Cancel buttons showing instead of Approve and Reject buttons*

*Steps:* 

Login with approver credential > Go to dashboard> select transfer request > Observe 



!Wrong button naming in approver panel .jpg|width=1202,height=633!",,Mamun Reza,ruhullahil,,,712020:d9d63273-d27f-45c0-99e9-c038f129f710,63f590a24e86f362d39b1664,,,,,,,,,,,,,20/Jun/23 1:48 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;Wrong button naming in approver panel .jpg;https://digicontc.atlassian.net/rest/api/3/attachment/content/16784,21/Jun/23 3:35 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;image-20230621-093232.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16805,05/Jul/23 9:39 AM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;image-20230705-034011.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16824,,,,,,,,,,{},,,,,,,,2|i000av:,,,,,,,,,,,,2023-06-20 09:02:04.061,20/Jun/23 3:02 PM;63f590a24e86f362d39b1664;[~accountid:712020:d9d63273-d27f-45c0-99e9-c038f129f710] vai you can not go through the dashboard. it is expected behavior. you should go from asset management > transfer,"21/Jun/23 3:35 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;As per our discussion, please disable/ hide **Internal Transfer” card from the dashboard.



!image-20230621-093232.png|width=1486,height=542!",22/Jun/23 10:29 AM;63f590a24e86f362d39b1664;Done,"05/Jul/23 9:39 AM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;[~accountid:63f590a24e86f362d39b1664] vai after Installing the app,  Wrong button naming convention showing from Dashboard as in the previous scenario,  please fix it. 



!image-20230705-034011.png|width=1388,height=603!",,,,In Progress
