Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Category),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Custom field (Request participants),Satisfaction rating,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Status Category
[Asset_Transfer]: Unable to edit source location ,MOI-171,16736,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Medium,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,20/Jun/23 1:01 PM,21/Jun/23 2:14 PM,22/Jun/23 2:55 PM,21/Jun/23 2:14 PM,,0,Asset_Management_Issues,"Kindly check the video for better view

!Destination location while editing.wmv|thumbnail!

Note:

*Login user*: anika.test

*Assigned Role*: Relocation Manager and Store Incharge",,Anika Tahsin,ruhullahil,,,60fe7c083900e60070744b3a,63f590a24e86f362d39b1664,,,,,,,,,,,MOI-162,,20/Jun/23 1:01 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Destination location while editing.wmv;https://digicontc.atlassian.net/rest/api/3/attachment/content/16783,,,,,,,,,,,,{},,,,,,,,2|hzz4em:hzi,,,,,,,,,,,,2023-06-21 08:13:49.94,21/Jun/23 2:13 PM;63f590a24e86f362d39b1664;[~accountid:60fe7c083900e60070744b3a] apu . it already solved ,21/Jun/23 2:14 PM;60fe7c083900e60070744b3a;This is done.,,,,,,Done
"[Asset_Transfer]: If there is already a request exists for same location's same lot number, then system should not allow to enter draft with same location's same lot number",MOI-170,16735,Bug,QA Testing,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,20/Jun/23 12:58 PM,26/Jun/23 10:15 AM,22/Jun/23 2:55 PM,,,0,Asset_Management_Issues,"Kindly check the video for better view

!Once received another request can be received as well.wmv|width=640,height=331!

*Example*: 

One entry exists with one asset from location - Mirpur-1 and asset lot number: 01 (Pending in draft/relocation approver/store incharge approver. 

Another entry with same asset from locatiion - Mirpur-1 and asset lot number: 01(System should give alert as “*Already one entry exists with same Assets' Lot/Serial Number*”)",,Anika Tahsin,ruhullahil,,,60fe7c083900e60070744b3a,63f590a24e86f362d39b1664,,,,,,,,,,,,,20/Jun/23 12:58 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Once received another request can be received as well.wmv;https://digicontc.atlassian.net/rest/api/3/attachment/content/16782,,,,,,,,,,,,{},,,,,,,,2|hzz4em:hz,,,,,,,,,,,,2023-06-22 04:30:05.127,"21/Jun/23 3:40 PM;60fe7c083900e60070744b3a;User will be puzzled if the Lot number will not be available into detailed operation option. So, if any asset with same product’s lot number has been raised for transfer request and pending in any stage the system should give alert as “*Already one entry exists with same Assets' Lot/Serial Number*”. Only when the Request will be rejected or received, then only this product’s serial number will be allowed to sned for transfer request. ",22/Jun/23 10:30 AM;63f590a24e86f362d39b1664;done,22/Jun/23 4:22 PM;60fe7c083900e60070744b3a;This is done.,22/Jun/23 5:30 PM;60fe7c083900e60070744b3a;Kindly change the alert as “*Already one entry {Asset Transfer Reference Number} exists with same Assets' Lot/Serial Number”*,26/Jun/23 10:07 AM;63f590a24e86f362d39b1664;done,"26/Jun/23 10:14 AM;63f590a24e86f362d39b1664;[~accountid:60fe7c083900e60070744b3a]  apu , i was doing it two days ago but waiting for role-related confirmation to deploy it at one time. though role related part is not fully sorted yet.  so today I pushed it  and deploying",,In Progress
"[Transfer_Asset]: After clicking on send for approval, system is showing an error",MOI-168,16732,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,20/Jun/23 10:41 AM,20/Jun/23 11:38 AM,10/Aug/23 12:26 PM,20/Jun/23 11:38 AM,,0,Asset_Management_Issues,"Kindly check the video for better view

!Send for approval server error.wmv|thumbnail!

*Login user*: anika.tashin",,Anika Tahsin,ruhullahil,,,60fe7c083900e60070744b3a,63f590a24e86f362d39b1664,,,,,,,,,,,,,20/Jun/23 10:41 AM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Send for approval server error.wmv;https://digicontc.atlassian.net/rest/api/3/attachment/content/16777,,,,,,,,,,,,{},,,,,,,,2|hzz4em:hx,,,,,,,,,,,,2023-06-20 04:45:58.953,20/Jun/23 10:45 AM;63f590a24e86f362d39b1664;solved,20/Jun/23 11:38 AM;60fe7c083900e60070744b3a;This is done.,,,,,,Done
Lot number not showing during selection in Detailed Operations form ,MOI-167,16730,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Low,Done,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,Mamun Reza,712020:d9d63273-d27f-45c0-99e9-c038f129f710,19/Jun/23 5:10 PM,21/Jun/23 3:53 PM,22/Jun/23 9:27 AM,21/Jun/23 3:53 PM,,0,Asset_Management_Issues,"Detailed Operations > Add an item > Try to select lot > observe 

!Lot number not showing in detailed Operations page.png|width=619,height=352!

See the attached image for clarification",,Mamun Reza,,,,712020:d9d63273-d27f-45c0-99e9-c038f129f710,,,,,,,,,,,,,,19/Jun/23 5:10 PM;712020:d9d63273-d27f-45c0-99e9-c038f129f710;Lot number not showing in detailed Operations page.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16776,,,,,,,,,,,,{},,,,,,,,2|i000af:,,,,,,,,,,,,,,,,,,,,Done
"[Asset_Transfer]: If user is having only stock incharge or Relocation approve permission along with Inventory menu permission, system is not allowing to click on any button from approval flow",MOI-166,16728,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,19/Jun/23 3:18 PM,20/Jun/23 1:30 PM,22/Jun/23 4:03 PM,20/Jun/23 1:30 PM,,0,Asset_Management_Issues,"Kindly check the video for better view

!Send for approval error.wmv|thumbnail!",,Anika Tahsin,ruhullahil,,,60fe7c083900e60070744b3a,63f590a24e86f362d39b1664,,,,,,,,,,,,,19/Jun/23 3:18 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Send for approval error.wmv;https://digicontc.atlassian.net/rest/api/3/attachment/content/16773,,,,,,,,,,,,{},,,,,,,,2|hzz4em:hv,,,,,,,,,,,,2023-06-19 10:15:38.904,19/Jun/23 4:15 PM;63f590a24e86f362d39b1664;done,20/Jun/23 1:30 PM;60fe7c083900e60070744b3a;This is done.,,,,,,Done
"[Asset_Transfer]: Even if, any user is not manager of WH/Stock location, still that user can send relocation request ",MOI-165,16727,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,19/Jun/23 3:04 PM,21/Jun/23 2:09 PM,22/Jun/23 3:49 PM,21/Jun/23 2:09 PM,,0,Asset_Management_Issues,"Only the manager of the location should be able to send request for relocation and if any request come for that location can be received by the manager.

Kindly check the video for better view

!Stock manager and sender.wmv|thumbnail!",,Anika Tahsin,,,,60fe7c083900e60070744b3a,,,,,,,,,,,,,,19/Jun/23 3:04 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Stock manager and sender.wmv;https://digicontc.atlassian.net/rest/api/3/attachment/content/16770,,,,,,,,,,,,{},,,,,,,,2|hzz4em:hr,,,,,,,,,,,,,21/Jun/23 2:09 PM;60fe7c083900e60070744b3a;This is done.,,,,,,,Done
"[Asset_Transfer]: Assets, which has no FAMIS tag, can still be relocated from one location to another",MOI-163,16725,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,19/Jun/23 2:17 PM,20/Jun/23 2:31 PM,19/Jun/23 5:11 PM,20/Jun/23 2:31 PM,,0,Asset_Management_Issues,"Kindly check the video for better view

!Asset without FAMIS ID.wmv|thumbnail!",,Anika Tahsin,,,,60fe7c083900e60070744b3a,,,,,,,,,,,,,,19/Jun/23 2:17 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Asset without FAMIS ID.wmv;https://digicontc.atlassian.net/rest/api/3/attachment/content/16769,,,,,,,,,,,,{},,,,,,,,2|hzz4em:h,,,,,,,,,,,,,20/Jun/23 2:31 PM;60fe7c083900e60070744b3a;This is done.,,,,,,,Done
"[Asset_Transfer]: Using different user except admin, user is not able to select source location",MOI-162,16724,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,19/Jun/23 2:07 PM,20/Jun/23 1:02 PM,10/Aug/23 12:26 PM,19/Jun/23 3:10 PM,,0,Asset_Management_Issues,"Kindly check the video for better view

!Unable to select destination location.wmv|thumbnail!",,Anika Tahsin,ruhullahil,,,60fe7c083900e60070744b3a,63f590a24e86f362d39b1664,,,,,,,,,,,,MOI-171,19/Jun/23 2:08 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Unable to select destination location.wmv;https://digicontc.atlassian.net/rest/api/3/attachment/content/16768,,,,,,,,,,,,{},,,,,,,,2|hzz4em:g,,,,,,,,,,,,2023-06-19 08:55:31.613,19/Jun/23 2:55 PM;63f590a24e86f362d39b1664;now it is fixed ,19/Jun/23 3:10 PM;60fe7c083900e60070744b3a;This is done,,,,,,Done
"[Store_manager_Relocation_Approver_Permission]: If any Store manager or relocation approver is having Inventory permission, by default they are getting Configuration menu permission",MOI-161,16723,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,ruhullahil,63f590a24e86f362d39b1664,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,19/Jun/23 2:04 PM,20/Jun/23 1:05 PM,19/Jun/23 4:45 PM,20/Jun/23 1:05 PM,,0,Asset_Management_Issues,"Kindly check the image for better view

!image-20230619-080414.png|width=913,height=723!",,Anika Tahsin,ruhullahil,,,60fe7c083900e60070744b3a,63f590a24e86f362d39b1664,,,,,,,,,,,,,19/Jun/23 3:12 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Only store manager permission.wmv;https://digicontc.atlassian.net/rest/api/3/attachment/content/16771,19/Jun/23 2:04 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;image-20230619-080414.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16767,,,,,,,,,,,{},,,,,,,,2|hzz4em:f,,,,,,,,,,,,2023-06-19 09:02:57.382,19/Jun/23 3:02 PM;63f590a24e86f362d39b1664;[~accountid:60fe7c083900e60070744b3a] apu please set inventory user and give only relocation or branch inchare permission . then you only get asset management permission . you don't see any other menu,"19/Jun/23 3:12 PM;60fe7c083900e60070744b3a;I have only provided Inventory menu and Store Incharge permission but still getting other menu as well.

Kindly check the video and let me know if I have to do anything else.

!Only store manager permission.wmv|thumbnail!",20/Jun/23 1:05 PM;60fe7c083900e60070744b3a;This is done.,,,,,Done
"[Store_manager_Relocation_Approver_Permission]: If any Store manager or relocation approver is having Inventory permission, by default they are getting reporting menu permission",MOI-160,16722,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,ruhullahil,63f590a24e86f362d39b1664,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,19/Jun/23 1:44 PM,20/Jun/23 1:06 PM,10/Aug/23 12:26 PM,20/Jun/23 1:06 PM,,0,Asset_Management_Issues,"Kindly check the image for better view

!image-20230619-074501.png|width=1529,height=774!",,Anika Tahsin,ruhullahil,,,60fe7c083900e60070744b3a,63f590a24e86f362d39b1664,,,,,,,,,,,,,19/Jun/23 3:13 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Only store manager permission.wmv;https://digicontc.atlassian.net/rest/api/3/attachment/content/16772,19/Jun/23 3:43 PM;63f590a24e86f362d39b1664;Screenshot from 2023-06-19 15-41-50.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16775,19/Jun/23 1:44 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;image-20230619-074501.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16766,,,,,,,,,,{},,,,,,,,2|hzz4em:d,,,,,,,,,,,,2023-06-19 09:01:01.119,19/Jun/23 3:01 PM;63f590a24e86f362d39b1664;[~accountid:60fe7c083900e60070744b3a] apu please set inventory user and give only relocation or branch inchare permission . then you only get asset management permission . you don't see any other menu ,"19/Jun/23 3:13 PM;60fe7c083900e60070744b3a;Kindly check the video -

!Only store manager permission.wmv|thumbnail!","19/Jun/23 3:43 PM;63f590a24e86f362d39b1664;[~accountid:60fe7c083900e60070744b3a]  apu access permission of upper part would be ook like this

!Screenshot from 2023-06-19 15-41-50.png|width=741,height=319!

 ",20/Jun/23 1:06 PM;60fe7c083900e60070744b3a;This is done.,,,,Done
"[Location_Product_Status_Check]: In report, label required as column",MOI-159,16719,Task,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,High,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,19/Jun/23 9:52 AM,22/Jun/23 5:27 PM,10/Aug/23 12:26 PM,22/Jun/23 5:27 PM,,0,Asset_Management_Issues,"Kindly check the image for better view

!image-20230619-035222.png|width=1522,height=724!",,Anika Tahsin,ruhullahil,,,60fe7c083900e60070744b3a,63f590a24e86f362d39b1664,,,,,,,,,,,,,19/Jun/23 9:52 AM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;image-20230619-035222.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16763,21/Jun/23 3:17 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;image-20230621-091731.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16803,22/Jun/23 3:26 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;image-20230622-092616.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16812,,,,,,,,,,{},,,,,,,,2|hzz4em:9,,,,,,,,,,,,2023-06-22 04:35:22.474,"21/Jun/23 3:17 PM;60fe7c083900e60070744b3a;In report, some changes are required. 

Kindly check the image for better view

!image-20230621-091731.png|width=1174,height=654!

Menu name will also be changed as “Location Wise Asset Status Report”",22/Jun/23 10:35 AM;63f590a24e86f362d39b1664;done,22/Jun/23 11:59 AM;60fe7c083900e60070744b3a;Menu name will also be changed as “Location Wise Asset Status Report”,22/Jun/23 2:16 PM;63f590a24e86f362d39b1664;Done,"22/Jun/23 3:26 PM;60fe7c083900e60070744b3a;Kindly check the image and change accordingly.

!image-20230622-092616.png|width=981,height=314!",22/Jun/23 4:49 PM;63f590a24e86f362d39b1664;Done,22/Jun/23 5:27 PM;60fe7c083900e60070744b3a;This is done.,Done
"[Asset_Transfer]: Before sending for approval from sender end, system should give alert for adding ""Lot"" from Detailed Operation",MOI-158,16718,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,18/Jun/23 4:03 PM,20/Jun/23 11:42 AM,10/Aug/23 12:26 PM,20/Jun/23 11:42 AM,,0,Asset_Management_Issues,"Kindly check the videos for better view

!Location Approver selecting lot number.wmv|thumbnail!

!Without lot number Submit.wmv|thumbnail!

→ Store Incharge Approver should not add “Lot” from Detailed Operations. 

→ Sender should add the “Lot” as mandatory before sending for approval",,Anika Tahsin,,,,60fe7c083900e60070744b3a,,,,,,,,,,,,,,18/Jun/23 4:03 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Location Approver selecting lot number.wmv;https://digicontc.atlassian.net/rest/api/3/attachment/content/16761,18/Jun/23 4:03 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Without lot number Submit.wmv;https://digicontc.atlassian.net/rest/api/3/attachment/content/16762,,,,,,,,,,,{},,,,,,,,2|hzz4em:r,,,,,,,,,,,,,"19/Jun/23 3:28 PM;60fe7c083900e60070744b3a;If line exists and user has not given any entry for Lot number/Serial Number, then system should give alert as “Lot/Serial Number Required”",20/Jun/23 11:42 AM;60fe7c083900e60070744b3a;This is done.,,,,,,Done
"[Transfer_Asset]: In front of Submit button, there should be a button as ""Save"" and ""Submit"" button should be rename as ""Send For Approval""",MOI-157,16717,Task,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,High,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,18/Jun/23 2:37 PM,20/Jun/23 10:43 AM,10/Aug/23 12:26 PM,20/Jun/23 10:43 AM,,0,Asset_Management_Issues,"*Save* → After clicking on “Submit” buttton it will be kept in draft stage and if user wants to change any information he/she can change that. 

*Send For Approval* → After clicking on “Send For Approval” button, Request can be sent to relocation approver end.

*Reject* → After reject button, request can be rejected before sending for approval

Kindly check the image for better view

!image-20230618-083709.png|width=1360,height=672!

*Submit button should be changed as Send For Approval and There should be a new button as Save which will keep the request in draft stage*",,Anika Tahsin,,,,60fe7c083900e60070744b3a,,,,,,,,,,,,,,18/Jun/23 2:37 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;image-20230618-083709.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16760,,,,,,,,,,,,{},,,,,,,,2|hzz4em:i,,,,,,,,,,,,,20/Jun/23 10:43 AM;60fe7c083900e60070744b3a;This is done.,,,,,,,Done
[Asset_Transfer]: For Asset Transfer request system should give alert for adding line item while sending for approval ,MOI-156,16716,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Highest,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,18/Jun/23 2:26 PM,20/Jun/23 11:45 AM,10/Aug/23 12:26 PM,20/Jun/23 11:45 AM,,0,Asset_Management_Issues,"Actual result: System is giving alert as “Please add some lines to move” when receiving store incharge is receiving asset 

Expected Result: System should give alert as “Please add some line to move” while sending for approval. 

Currently system is allowing go till receiving store incharge end and then giving alert, the it will be a blocker. 

Kindly check the video for better view

!Alert from recieve should show in initial stage.wmv|thumbnail!",,Anika Tahsin,,,,60fe7c083900e60070744b3a,,,,,,,,,,,,,,18/Jun/23 2:26 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;Alert from recieve should show in initial stage.wmv;https://digicontc.atlassian.net/rest/api/3/attachment/content/16759,,,,,,,,,,,,{},,,,,,,,2|hzz4em:,,,,,,,,,,,,,20/Jun/23 11:45 AM;60fe7c083900e60070744b3a;This is done.,,,,,,,Done
"[Product]: While creating product, asset option is showing two times",MOI-155,16715,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,High,Done,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,18/Jun/23 2:14 PM,19/Jun/23 2:31 PM,18/Jun/23 2:18 PM,19/Jun/23 2:31 PM,,0,Asset_Management_Issues,"Kindly check the image for better view

!image-20230618-081453.png|width=994,height=506!",,Anika Tahsin,,,,60fe7c083900e60070744b3a,,,,,,,,,,,,,,18/Jun/23 2:14 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;image-20230618-081453.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16758,,,,,,,,,,,,{},,,,,,,,2|hzz4el:,,,,,,,,,,,,,19/Jun/23 2:31 PM;60fe7c083900e60070744b3a;This is done,,,,,,,Done
"[Assets_Without_FAMIS]: In the asset without famis menu, in famis serial column, famis spelling is showing wrong",MOI-154,16714,Bug,Done,MOI,MiME Odoo Inventory,software,Anirban Saha,557058:0833d777-5abc-48b9-9f47-90261a3bb036,,Medium,Done,ruhullahil,63f590a24e86f362d39b1664,Anika Tahsin,60fe7c083900e60070744b3a,Anika Tahsin,60fe7c083900e60070744b3a,18/Jun/23 2:10 PM,20/Jun/23 1:04 PM,18/Jun/23 2:17 PM,20/Jun/23 1:04 PM,,0,Asset_Management_Issues,"Kindly check the image for better view

!image-20230618-081043.png|width=1528,height=615!



FEMIS-> FAMIS (All in capital letter)",,Anika Tahsin,,,,60fe7c083900e60070744b3a,,,,,,,,,,,,,,18/Jun/23 2:10 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;image-20230618-081043.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16757,19/Jun/23 3:31 PM;ug:41702546-8a66-4ca2-a233-11f9fe5fa52b;image-20230619-093127.png;https://digicontc.atlassian.net/rest/api/3/attachment/content/16774,,,,,,,,,,,{},,,,,,,,2|hzz4ej:,,,,,,,,,,,,,"19/Jun/23 3:31 PM;60fe7c083900e60070744b3a;Serial has been removed from column. Kindly add Serial along with FAMIS in the column. 

!image-20230619-093127.png|width=1315,height=620!",20/Jun/23 1:04 PM;60fe7c083900e60070744b3a;This is done.,,,,,,Done
